No,ISIN CODE,Year,CASH DIVIDENDS PAID - TOTAL,CASH,TOTAL DEBT,MARKET VALUE,TOTAL SHAREHOLDERS EQUITY,TOTAL ASSETS,FREE CASH FLOW,A_prev,LEV,Q,kz
500,JP3935300008,2015,3563000,,236652000,385427.3,571892000,10192304000,-20207000,9619405000,0.413805404,0.000673951,
500,JP3935300008,2016,3424000,,208021000,303742.1,578004000,10435793000,29546000,10192304000,0.359895433,0.000525502,
500,JP3935300008,2017,4419000,,214908000,355291.2,611656000,10224070000,-26043000,10435793000,0.351354356,0.000580868,
500,JP3935300008,2018,4460000,,202993000,316695.6,654473000,10365464000,-8291000,10224070000,0.310162528,0.000483894,
500,JP3935300008,2019,5231000,,264437000,208046.2,654694000,10302773000,-1762000,10365464000,0.403909307,0.000317776,
500,JP3935300008,2020,5869000,,281762000,189541.4,624138000,10586990000,6346000,10302773000,0.451441829,0.000303685,
500,JP3935300008,2021,6346000,,1152251000,170508,674911000,11990469000,8204000,10586990000,1.707263624,0.000252638,
500,JP3935300008,2022,6699000,,1039867000,205402.7,629962000,12179149000,2962000,11990469000,1.650682105,0.000326056,
500,JP3935300008,2023,6822000,,1071274000,322688.1,611856000,12201681000,26911000,12179149000,1.750859679,0.000527392,
500,JP3935300008,2024,8286000,,1290938000,381145.3,652795000,12546855000,22897000,12201681000,1.977554975,0.000583867,
501,JP3976300008,2014,3458000,25206000,1340000,395338.2,108139000,140084000,13699000,,0.012391459,0.003655834,
501,JP3976300008,2015,4384000,33044000,16697000,716550.3,125628000,186705000,20243000,140084000,0.132908269,0.005703747,-1.276664768
501,JP3976300008,2016,5717000,43692000,15128000,633158.8,139731000,200578000,23587000,186705000,0.108265167,0.004531269,-1.306925568
501,JP3976300008,2017,7261000,38555000,10887000,958863.1,153373000,214257000,28862000,200578000,0.070983811,0.006251838,-1.607273804
501,JP3976300008,2018,8385000,50875000,2091000,842058.9,170323000,237959000,43022000,214257000,0.012276674,0.004943894,-2.024749794
501,JP3976300008,2019,9854000,55444000,1779000,703914.9,191061000,259539000,23679000,237959000,0.009311162,0.003684242,-2.017259111
501,JP3976300008,2020,4796000,92308000,109609000,600026.8,181087000,341808000,-1759000,259539000,0.605283648,0.003313473,0.707551953
501,JP3976300008,2021,6589000,135752000,109840000,598061.4,212803000,390723000,69873000,341808000,0.516158137,0.002810399,0.12982358
501,JP3976300008,2022,11029000,90162000,76449000,402638.4,242220000,396440000,23351000,390723000,0.315618033,0.001662284,-0.491000993
501,JP3976300008,2023,11040000,115038000,95656000,608871.4,264230000,450941000,56526000,396440000,0.362017939,0.002304324,-0.491259163
501,JP3976300008,2024,11045000,125225000,92069000,738872.5,293300000,507340000,58312000,450941000,0.313907262,0.00251917,-0.47953679
502,JP3955800002,2014,7747000,45967000,186317000,355274.1,323557000,729329000,60657000,,0.575839806,0.001098026,
502,JP3955800002,2015,8689000,42270000,192353000,388097.5,338979000,707858000,51187000,729329000,0.567448131,0.001144901,1.16277081
502,JP3955800002,2016,8339000,60347000,338131000,306544.5,348751000,899968000,76792000,707858000,0.969548474,0.000878978,2.355891872
502,JP3955800002,2017,9140000,58305000,321489000,437605.8,379778000,915389000,61092000,899968000,0.846518229,0.001152267,2.101775298
502,JP3955800002,2018,9937000,31745000,265202000,390132.1,374027000,849643000,69435000,915389000,0.709045069,0.001043059,1.674089665
502,JP3955800002,2019,9950000,27909000,239870000,423194.1,418893000,899495000,72836000,849643000,0.572628332,0.001010268,1.204481641
502,JP3955800002,2020,10431000,30760000,207825000,255340.7,415548000,851451000,82503000,899495000,0.50012273,0.000614467,0.973522881
502,JP3955800002,2021,10277000,42523000,177235000,336045.9,525312000,977333000,77020000,851451000,0.33738997,0.000639707,0.424506388
502,JP3955800002,2022,10603000,75572000,238701000,390810.3,614423000,1142936000,33114000,977333000,0.388496199,0.000636061,0.654008614
502,JP3955800002,2023,10767000,97613000,469356000,487877.1,739564000,1591317000,136134000,1142936000,0.634638787,0.000659682,1.387253597
502,JP3955800002,2024,,,,542556.6,,,132946000,1591317000,,,
503,JP3942400007,2014,58656000,275572000,1811000,4020224,1268476000,1607578000,229613000,,0.001427697,0.003169334,
503,JP3942400007,2015,62146000,348343000,1965000,3969286,1317916000,1742379000,184889000,1607578000,0.00149099,0.00301179,-1.926985165
503,JP3942400007,2016,69615000,346879000,2227000,3194119,1259209000,1719086000,311127000,1742379000,0.001768571,0.002536608,-2.018143488
503,JP3942400007,2017,70119000,331801000,31381000,3128060,1271810000,1730552000,262503000,1719086000,0.024674283,0.002459534,-1.945440216
503,JP3942400007,2018,71634000,328669000,56981000,3323132,1268289000,1760968000,311826000,1730552000,0.044927457,0.002620169,-1.929291697
503,JP3942400007,2019,72066000,297477000,67018000,3447101,1258396000,1804690000,249117000,1760968000,0.053256685,0.002739282,-1.818090179
503,JP3942400007,2020,73539000,313126000,473377000,2914627,1289168000,2265284000,236593000,1804690000,0.367195742,0.002260859,-0.821457354
503,JP3942400007,2021,76157000,326128000,278264000,3709610,1386115000,2219452000,332097000,2265284000,0.20075102,0.002676264,-1.037896087
503,JP3942400007,2022,85236000,315986000,212744000,3782774,1460308000,2260064000,259361000,2219452000,0.145684335,0.002590395,-1.368534439
503,JP3942400007,2023,100355000,376840000,200007000,3226628,1507954000,2372349000,245140000,2260064000,0.132634682,0.002139739,-1.671068671
503,JP3942400007,2024,116653000,335687000,1005716000,3138860,1595988000,3524009000,209160000,2372349000,0.630152608,0.001966719,-0.244886095
505,JP3400900001,2014,3121000,32081000,98414000,152780.1,153346000,324541000,27393000,,0.641777418,0.00099631,
505,JP3400900001,2015,2080000,30289000,84554000,214142.6,174192000,335219000,36022000,324541000,0.485406907,0.001229348,1.036055252
505,JP3400900001,2016,3288000,31536000,76753000,176573.7,175640000,324995000,33242000,335219000,0.436990435,0.001005316,0.760134584
505,JP3400900001,2017,3653000,26828000,64415000,206628.8,194207000,336095000,27483000,324995000,0.331682174,0.001063962,0.402628079
505,JP3400900001,2018,4261000,22204000,61996000,181675.1,202421000,340267000,26954000,336095000,0.306272571,0.000897511,0.291881515
505,JP3400900001,2019,4353000,15333000,61221000,195290.6,192297000,323556000,31646000,340267000,0.318366901,0.001015568,0.340110796
505,JP3400900001,2020,4435000,15863000,54081000,132090.4,196724000,319892000,30179000,323556000,0.274907993,0.00067145,0.161875938
505,JP3400900001,2021,4629000,18664000,52835000,123275,203731000,328476000,30066000,319892000,0.259337067,0.000605087,0.069749049
505,JP3400900001,2022,4498000,13148000,58031000,106593.1,200964000,330013000,-9729000,328476000,0.288763162,0.000530409,0.34083501
505,JP3400900001,2023,4145000,14542000,101044000,127293.8,182439000,355390000,19114000,330013000,0.553850876,0.000697733,1.124897516
505,JP3400900001,2024,4114000,18724000,81267000,127602.8,194345000,355289000,43731000,355390000,0.41815843,0.000656579,0.661356399
506,JP3425000001,2014,1673000,20557000,44761000,78001.44,133420000,239437000,13853000,,0.335489432,0.000584631,
506,JP3425000001,2015,1673000,19676000,55976000,128927.9,154317000,281227000,22067000,239437000,0.362733853,0.000835474,0.661490479
506,JP3425000001,2016,2078000,19372000,55486000,87026.31,157106000,277598000,19535000,281227000,0.353175563,0.000553934,0.655703088
506,JP3425000001,2017,2259000,31342000,73526000,97684.31,170021000,313872000,17251000,277598000,0.432452462,0.000574543,0.824332816
506,JP3425000001,2018,2034000,22673000,71073000,111565.6,172214000,316982000,14093000,313872000,0.412701639,0.000647831,0.898804513
506,JP3425000001,2019,2023000,21732000,73405000,118613.7,165272000,304784000,17452000,316982000,0.444146619,0.000717688,0.996084935
506,JP3425000001,2020,3541000,26256000,73036000,96524,161007000,292121000,17399000,304784000,0.453620029,0.000599502,0.793083284
506,JP3425000001,2021,3035000,27975000,63482000,91366.88,165574000,284265000,17921000,292121000,0.383405607,0.000551819,0.604444478
506,JP3425000001,2022,3035000,28216000,54568000,148482,126086000,286963000,9468000,284265000,0.432783973,0.001177625,0.771741017
506,JP3425000001,2023,2982000,17844000,65552000,67911.94,103483000,214017000,21827000,286963000,0.633456703,0.000656262,1.418720892
506,JP3425000001,2024,3372000,21000000,53308000,91259.94,114916000,207912000,22563000,214017000,0.463886665,0.000794145,0.597169397
507,JP3898400001,2014,98862000,1332036000,6075835000,3631346,5067666000,15855303000,568761000,,1.198941485,0.000716572,
507,JP3898400001,2015,127437000,1725189000,6348993000,3219905,5570477000,16735638000,687558000,15855303000,1.139757511,0.00057803,3.072737754
507,JP3898400001,2016,88223000,1500960000,6042606000,3626170,4592516000,14824907000,664977000,16735638000,1.315750669,0.000789582,3.763659175
507,JP3898400001,2017,87170000,1145514000,5383911000,4604862,4917247000,15715674000,833209000,14824907000,1.09490351,0.000936472,3.046171716
507,JP3898400001,2018,153806000,1005461000,5149380000,4946729,5332427000,16001142000,623946000,15715674000,0.965672854,0.000927669,2.519667917
507,JP3898400001,2019,198276000,1160582000,5377376000,4458575,5696246000,16501369000,726334000,16001142000,0.944021027,0.000782722,2.33147262
507,JP3898400001,2020,197704000,1322812000,7263433000,3550134,5227359000,18013515000,1107236000,16501369000,1.38950338,0.000679145,3.714288587
507,JP3898400001,2021,199853000,1317824000,7184516000,5244601,5613647000,18592738000,754674000,18013515000,1.279830385,0.000934259,3.439702854
507,JP3898400001,2022,203737000,1555570000,7235476000,6490659,6880232000,21858464000,1758405000,18592738000,1.051632561,0.000943378,2.662209062
507,JP3898400001,2023,228829000,1556999000,6557570000,10015030,8071021000,22113800000,1569535000,21858464000,0.812483328,0.001240863,1.970162523
507,JP3898400001,2024,293433000,1251550000,5686591000,11133980,9043867000,23416227000,1602187000,22113800000,0.628778707,0.001231108,1.301098807
508,JP3102000001,2014,23927000,262398000,396238000,1144810,1001925000,2543028000,268317000,,0.395476707,0.00114261,
508,JP3102000001,2015,29652000,273940000,429081000,1439485,1162970000,2883550000,248530000,2543028000,0.368952767,0.001237766,0.456729562
508,JP3102000001,2016,28270000,309061000,386548000,1345189,1103316000,2811130000,348184000,2883550000,0.350351123,0.001219224,0.449558178
508,JP3102000001,2017,28474000,360206000,468775000,1700271,1236386000,3236749000,311039000,2811130000,0.379149392,0.001375194,0.509679687
508,JP3102000001,2018,37437000,373173000,528509000,1272993,1310177000,3418264000,399638000,3236749000,0.403387481,0.000971619,0.532720271
508,JP3102000001,2019,40456000,317085000,622503000,1284780,1346902000,3631355000,307094000,3418264000,0.462173937,0.000953878,0.769907524
508,JP3102000001,2020,40412000,613933000,1005523000,920857.4,1280166000,3850967000,241586000,3631355000,0.785462979,0.000719327,1.735674714
508,JP3102000001,2021,21571000,463453000,976018000,1206692,1535513000,3888347000,400661000,3850967000,0.635629917,0.000785856,1.510928142
508,JP3102000001,2022,45817000,360436000,944307000,1128603,1756516000,4130709000,159049000,3888347000,0.537602276,0.000642524,1.057772969
508,JP3102000001,2023,45792000,314121000,910465000,1621299,1751327000,4055502000,455916000,4130709000,0.519871503,0.000925755,0.9821291
508,JP3102000001,2024,48502000,524443000,794660000,1355519,2135837000,4561104000,336561000,4055502000,0.372060227,0.000634655,0.440818003
509,JP3357200009,2014,2654000,46028000,56390000,287484,181814000,331253000,9730000,,0.310152133,0.001581198,
509,JP3357200009,2015,2802000,41360000,27263000,563421.3,209769000,334637000,36671000,331253000,0.129966773,0.002685913,-0.201678977
509,JP3357200009,2016,5008000,46907000,21541000,440552.2,219694000,343410000,31239000,334637000,0.098050015,0.002005299,-0.562720621
509,JP3357200009,2017,5597000,56698000,21376000,722114.3,241332000,371194000,36728000,343410000,0.088575075,0.002992203,-0.691423294
509,JP3357200009,2018,6186000,76926000,21682000,800573.3,267694000,416675000,33936000,371194000,0.080995465,0.002990628,-0.769608182
509,JP3357200009,2019,7662000,73641000,21025000,901532.9,287894000,424790000,32664000,416675000,0.073030351,0.003131475,-0.80970736
509,JP3357200009,2020,8840000,70868000,7628000,926698.7,302775000,424277000,53190000,424790000,0.025193626,0.003060684,-1.089776594
509,JP3357200009,2021,8840000,112760000,10256000,1398930,335504000,485961000,64000000,424277000,0.030568935,0.004169637,-1.229373249
509,JP3357200009,2022,11490000,157966000,11589000,1144310,381164000,547922000,54541000,485961000,0.030404235,0.003002146,-1.380817669
509,JP3357200009,2023,14745000,158847000,11268000,1112334,423499000,603177000,37843000,547922000,0.026606911,0.002626533,-1.432860111
509,JP3357200009,2024,16492000,165285000,11914000,1378501,492331000,663016000,30568000,603177000,0.024199167,0.002799948,-1.418145617
510,JP3894900004,2014,3947000,55123000,173734000,571437.9,526073000,1282245000,45523000,,0.330246943,0.001086233,
510,JP3894900004,2015,4337000,58855000,163109000,797143.8,561961000,1288935000,52397000,1282245000,0.290249679,0.001418504,0.676121967
510,JP3894900004,2016,6690000,67971000,177584000,424826.7,564945000,1289040000,30796000,1288935000,0.314338564,0.000751979,0.687901304
510,JP3894900004,2017,4701000,61722000,187870000,491032.3,570805000,1306777000,58854000,1289040000,0.329131665,0.000860245,0.780118354
510,JP3894900004,2018,4674000,55710000,141714000,549850.4,578425000,1282342000,43578000,1306777000,0.244999784,0.000950599,0.538073619
510,JP3894900004,2019,4684000,47345000,138039000,362292.5,577609000,1237452000,44897000,1282342000,0.238983465,0.000627228,0.521928705
510,JP3894900004,2020,4704000,74301000,184392000,204506.9,544203000,1213690000,-7042000,1237452000,0.338829444,0.000375792,0.839758534
510,JP3894900004,2021,3405000,100041000,215615000,349054.1,503384000,1195033000,22794000,1213690000,0.428331055,0.000693415,1.10631325
510,JP3894900004,2022,4191000,81194000,180588000,520991.8,512912000,1165099000,56106000,1195033000,0.352083788,0.001015753,0.830079229
510,JP3894900004,2023,4194000,105692000,170235000,663473.3,547007000,1213059000,54060000,1165099000,0.31121174,0.001212916,0.668769666
510,JP3894900004,2024,7616000,68177000,124554000,900663.8,594419000,1220442000,57564000,1213059000,0.209539063,0.0015152,0.287856138
512,HK0000069689,2014,5428885,14230315,51857284,517337.6,191779666,1281519345,80321739,,0.270400325,0.002697562,
512,HK0000069689,2015,6450113,15444255,48689719,575910.3,193727709,1286718868,124543088,1281519345,0.251330691,0.002972782,0.477037241
512,HK0000069689,2016,8816451,12735598,42224481,584734.2,229830237,1419538329,77817570,1286718868,0.183720304,0.0025442,0.23220899
512,HK0000069689,2017,10828072,14315840,45618560,730491.1,278491119,1665112602,143715982,1419538329,0.163806157,0.002623032,0.097870405
512,HK0000069689,2018,12611696,13933270,51981515,768100.9,288181384,1777044127,146676937,1665112602,0.180377769,0.002665338,0.167470639
512,HK0000069689,2019,15526829,24842246,63402647,1007601,333761693,2183344434,168292331,1777044127,0.189963822,0.003018923,0.137539857
512,HK0000069689,2020,15527812,34108536,83139557,973555.6,372325678,2492543284,184237894,2183344434,0.22329794,0.002614796,0.314673957
512,HK0000069689,2021,16907645,30505983,90831895,1042131,405862884,2610378158,239343527,2492543284,0.223799462,0.002567692,0.322047083
512,HK0000069689,2022,17852113,52538274,104256491,800475.7,349929738,2325718717,40406326,2610378158,0.297935499,0.002287533,0.622809952
512,HK0000069689,2023,18104925,84429178,122020934,805299.1,316999860,2233468799,118138371,2325718717,0.384924252,0.002540377,0.801792124
512,HK0000069689,2024,,,,674477.8,,,137722937,2233468799,,,
513,HK0101000591,2014,3364000,2566000,35098000,102489,132327000,193167000,7180000,,0.265236875,0.000774513,
513,HK0101000591,2015,3411000,1523000,32771000,84906.56,128989000,184007000,12540000,193167000,0.254060424,0.000658247,0.022326728
513,HK0101000591,2016,3373000,1609000,27082000,73490.25,126565000,174897000,5830000,184007000,0.213977008,0.000580652,-0.098004674
513,HK0101000591,2017,3373000,1389000,25158000,79876.81,136158000,183586000,9897000,174897000,0.184770634,0.000586648,-0.251427282
