No,ISIN CODE,Year,Board Size,CSR Sustainability Committee,Current CEO Chairman Duality,FREE FLOAT NOSH
54,JP3105040004,2020,10,N   ,N   ,63
54,JP3105040004,2021,11,N   ,N   ,63
54,JP3105040004,2022,8,N   ,N   ,63
54,JP3105040004,2023,9,N   ,N   ,63
54,JP3105040004,2024,9,N   ,N   ,56
55,JP3119600009,2014,17,Y   ,N   ,100
55,JP3119600009,2015,17,Y   ,N   ,100
55,JP3119600009,2016,16,Y   ,Y   ,100
55,JP3119600009,2017,16,Y   ,N   ,95
55,JP3119600009,2018,11,Y   ,N   ,100
55,JP3119600009,2019,11,Y   ,N   ,100
55,JP3119600009,2020,9,Y   ,N   ,95
55,JP3119600009,2021,9,Y   ,N   ,100
55,JP3119600009,2022,11,Y   ,N   ,100
55,JP3119600009,2023,10,Y   ,N   ,95
55,JP3119600009,2024,11,Y   ,N   ,86
56,JP3117700009,2014,,,,47
56,JP3117700009,2015,,,,45
56,JP3117700009,2016,,,,45
56,JP3117700009,2017,11,N   ,N   ,90
56,JP3117700009,2018,12,N   ,N   ,90
56,JP3117700009,2019,11,N   ,N   ,90
56,JP3117700009,2020,9,N   ,N   ,91
56,JP3117700009,2021,12,N   ,N   ,100
56,JP3117700009,2022,12,Y   ,N   ,100
56,JP3117700009,2023,12,Y   ,N   ,100
56,JP3117700009,2024,12,Y   ,N   ,100
57,JP3126400005,2014,11,Y   ,N   ,94
57,JP3126400005,2015,12,Y   ,N   ,94
57,JP3126400005,2016,13,Y   ,N   ,94
57,JP3126400005,2017,18,Y   ,N   ,94
57,JP3126400005,2018,14,Y   ,N   ,93
57,JP3126400005,2019,9,Y   ,N   ,93
57,JP3126400005,2020,10,Y   ,N   ,93
57,JP3126400005,2021,15,Y   ,N   ,91
57,JP3126400005,2022,14,Y   ,N   ,92
57,JP3126400005,2023,13,Y   ,N   ,87
57,JP3126400005,2024,11,Y   ,Y   ,84
58,JP3126340003,2014,15,Y   ,N   ,100
58,JP3126340003,2015,15,Y   ,N   ,100
58,JP3126340003,2016,15,Y   ,N   ,100
58,JP3126340003,2017,11,Y   ,N   ,94
58,JP3126340003,2018,11,Y   ,N   ,100
58,JP3126340003,2019,11,Y   ,N   ,100
58,JP3126340003,2020,8,Y   ,N   ,100
58,JP3126340003,2021,11,Y   ,N   ,100
58,JP3126340003,2022,10,Y   ,N   ,100
58,JP3126340003,2023,11,Y   ,N   ,100
58,JP3126340003,2024,,,,100
59,JP3122800000,2014,6,Y   ,N   ,100
59,JP3122800000,2015,6,Y   ,N   ,93
59,JP3122800000,2016,9,Y   ,Y   ,86
59,JP3122800000,2017,8,Y   ,Y   ,88
59,JP3122800000,2018,8,Y   ,Y   ,93
59,JP3122800000,2019,8,Y   ,Y   ,93
59,JP3122800000,2020,8,Y   ,Y   ,93
59,JP3122800000,2021,8,Y   ,N   ,88
59,JP3122800000,2022,9,Y   ,N   ,100
59,JP3122800000,2023,9,Y   ,N   ,100
59,JP3122800000,2024,,,,93
60,JP3429800000,2014,13,Y   ,N   ,100
60,JP3429800000,2015,13,Y   ,N   ,100
60,JP3429800000,2016,13,Y   ,N   ,100
60,JP3429800000,2017,13,Y   ,N   ,100
60,JP3429800000,2018,11,Y   ,N   ,100
60,JP3429800000,2019,11,Y   ,N   ,100
60,JP3429800000,2020,11,Y   ,N   ,100
60,JP3429800000,2021,11,Y   ,N   ,100
60,JP3429800000,2022,11,Y   ,N   ,100
60,JP3429800000,2023,11,Y   ,Y   ,100
60,JP3429800000,2024,11,Y   ,N   ,100
61,JP3106200003,2014,10,N   ,N   ,94
61,JP3106200003,2015,10,N   ,N   ,81
61,JP3106200003,2016,10,N   ,N   ,77
61,JP3106200003,2017,11,N   ,N   ,86
61,JP3106200003,2018,9,N   ,N   ,86
61,JP3106200003,2019,6,N   ,N   ,83
61,JP3106200003,2020,7,N   ,N   ,94
61,JP3106200003,2021,7,N   ,N   ,89
61,JP3106200003,2022,5,Y   ,N   ,94
61,JP3106200003,2023,5,Y   ,N   ,94
61,JP3106200003,2024,,,,92
62,JP3711200000,2014,8,N   ,N   ,100
62,JP3711200000,2015,8,N   ,N   ,100
62,JP3711200000,2016,8,N   ,N   ,100
62,JP3711200000,2017,8,N   ,N   ,100
62,JP3711200000,2018,8,N   ,N   ,100
62,JP3711200000,2019,8,N   ,N   ,100
62,JP3711200000,2020,9,Y   ,N   ,94
62,JP3711200000,2021,8,Y   ,Y   ,94
62,JP3711200000,2022,8,Y   ,N   ,95
62,JP3711200000,2023,8,Y   ,N   ,95
62,JP3711200000,2024,,,,93
63,JP3768600003,2014,19,N   ,N   ,100
63,JP3768600003,2015,17,N   ,N   ,100
63,JP3768600003,2016,15,N   ,N   ,100
63,JP3768600003,2017,18,N   ,N   ,95
63,JP3768600003,2018,17,Y   ,N   ,100
63,JP3768600003,2019,17,Y   ,N   ,80
63,JP3768600003,2020,16,Y   ,N   ,83
63,JP3768600003,2021,13,Y   ,N   ,77
63,JP3768600003,2022,12,Y   ,N   ,82
63,JP3768600003,2023,13,Y   ,N   ,82
63,JP3768600003,2024,,,,82
64,JP3110650003,2014,,,,91
64,JP3110650003,2015,,,,91
64,JP3110650003,2016,,,,92
64,JP3110650003,2017,,,,87
64,JP3110650003,2018,10,N   ,N   ,100
64,JP3110650003,2019,13,N   ,N   ,100
64,JP3110650003,2020,13,N   ,N   ,85
64,JP3110650003,2021,13,N   ,N   ,86
64,JP3110650003,2022,13,N   ,N   ,92
64,JP3110650003,2023,12,Y   ,N   ,92
64,JP3110650003,2024,,,,85
65,JP3116000005,2014,11,Y   ,Y   ,100
65,JP3116000005,2015,8,Y   ,N   ,100
65,JP3116000005,2016,11,Y   ,Y   ,100
65,JP3116000005,2017,11,Y   ,Y   ,100
65,JP3116000005,2018,12,Y   ,Y   ,100
65,JP3116000005,2019,9,Y   ,N   ,100
65,JP3116000005,2020,10,Y   ,N   ,100
65,JP3116000005,2021,6,Y   ,Y   ,95
65,JP3116000005,2022,8,Y   ,N   ,94
65,JP3116000005,2023,8,Y   ,N   ,94
65,JP3116000005,2024,,,,94
66,JP3389900006,2014,5,N   ,N   ,68
66,JP3389900006,2015,5,N   ,N   ,68
66,JP3389900006,2016,9,N   ,N   ,69
66,JP3389900006,2017,8,N   ,N   ,66
66,JP3389900006,2018,8,N   ,N   ,86
66,JP3389900006,2019,7,N   ,N   ,85
66,JP3389900006,2020,7,N   ,N   ,92
66,JP3389900006,2021,7,N   ,N   ,94
66,JP3389900006,2022,7,N   ,N   ,81
66,JP3389900006,2023,7,N   ,N   ,95
66,JP3389900006,2024,,,,95
67,JP3172500005,2014,9,N   ,N   ,89
67,JP3172500005,2015,8,N   ,N   ,93
67,JP3172500005,2016,9,N   ,N   ,93
67,JP3172500005,2017,11,N   ,N   ,95
67,JP3172500005,2018,9,N   ,N   ,95
67,JP3172500005,2019,9,Y   ,N   ,95
67,JP3172500005,2020,7,Y   ,N   ,95
67,JP3172500005,2021,7,Y   ,N   ,95
67,JP3172500005,2022,8,Y   ,N   ,95
67,JP3172500005,2023,9,Y   ,N   ,95
67,JP3172500005,2024,,,,95
68,JP3659200004,2014,11,Y   ,N   ,100
68,JP3659200004,2015,11,Y   ,N   ,100
68,JP3659200004,2016,11,Y   ,N   ,100
68,JP3659200004,2017,13,Y   ,N   ,100
68,JP3659200004,2018,13,Y   ,N   ,100
68,JP3659200004,2019,13,Y   ,N   ,93
68,JP3659200004,2020,13,Y   ,N   ,93
68,JP3659200004,2021,9,Y   ,N   ,73
68,JP3659200004,2022,10,Y   ,N   ,93
68,JP3659200004,2023,10,Y   ,N   ,93
68,JP3659200004,2024,11,Y   ,N   ,92
69,JP3937200008,2014,,,,81
69,JP3937200008,2015,,,,88
69,JP3937200008,2016,,,,93
69,JP3937200008,2017,,,,87
69,JP3937200008,2018,,,,82
69,JP3937200008,2019,10,Y   ,N   ,84
69,JP3937200008,2020,10,Y   ,N   ,84
69,JP3937200008,2021,10,Y   ,N   ,85
69,JP3937200008,2022,8,Y   ,N   ,84
69,JP3937200008,2023,12,Y   ,N   ,83
69,JP3937200008,2024,12,Y   ,N   ,93
70,JP3830000000,2014,8,Y   ,N   ,100
70,JP3830000000,2015,12,Y   ,N   ,100
70,JP3830000000,2016,12,Y   ,N   ,100
70,JP3830000000,2017,12,Y   ,N   ,100
70,JP3830000000,2018,12,Y   ,N   ,100
70,JP3830000000,2019,12,Y   ,N   ,100
70,JP3830000000,2020,11,Y   ,N   ,100
70,JP3830000000,2021,9,Y   ,N   ,100
70,JP3830000000,2022,11,Y   ,N   ,100
70,JP3830000000,2023,12,Y   ,N   ,100
70,JP3830000000,2024,11,Y   ,N   ,100
71,JP3676800000,2014,15,Y   ,N   ,88
71,JP3676800000,2015,13,Y   ,N   ,88
71,JP3676800000,2016,15,Y   ,N   ,88
71,JP3676800000,2017,15,Y   ,N   ,88
71,JP3676800000,2018,17,Y   ,N   ,88
71,JP3676800000,2019,17,Y   ,N   ,83
71,JP3676800000,2020,17,Y   ,N   ,83
71,JP3676800000,2021,16,Y   ,N   ,88
71,JP3676800000,2022,13,Y   ,N   ,88
71,JP3676800000,2023,14,Y   ,N   ,83
71,JP3676800000,2024,,,,88
72,JP3161200005,2014,,,,84
72,JP3161200005,2015,,,,89
72,JP3161200005,2016,,,,89
72,JP3161200005,2017,,,,89
72,JP3161200005,2018,,,,84
72,JP3161200005,2019,7,Y   ,N   ,89
72,JP3161200005,2020,8,Y   ,N   ,89
72,JP3161200005,2021,8,Y   ,N   ,89
72,JP3161200005,2022,8,Y   ,Y   ,89
72,JP3161200005,2023,8,Y   ,N   ,89
72,JP3161200005,2024,,,,89
73,JP3830800003,2014,13,Y   ,Y   ,91
73,JP3830800003,2015,9,Y   ,Y   ,91
73,JP3830800003,2016,13,Y   ,Y   ,91
73,JP3830800003,2017,10,Y   ,Y   ,91
73,JP3830800003,2018,13,Y   ,Y   ,90
73,JP3830800003,2019,11,Y   ,Y   ,90
73,JP3830800003,2020,14,Y   ,Y   ,89
73,JP3830800003,2021,12,Y   ,N   ,89
73,JP3830800003,2022,12,Y   ,N   ,89
73,JP3830800003,2023,12,Y   ,N   ,89
73,JP3830800003,2024,,,,89
74,JP3289800009,2014,11,Y   ,N   ,94
74,JP3289800009,2015,12,Y   ,N   ,100
74,JP3289800009,2016,13,Y   ,N   ,100
74,JP3289800009,2017,17,Y   ,N   ,100
74,JP3289800009,2018,17,Y   ,N   ,100
74,JP3289800009,2019,16,Y   ,N   ,100
74,JP3289800009,2020,13,Y   ,N   ,94
74,JP3289800009,2021,16,Y   ,N   ,100
74,JP3289800009,2022,13,Y   ,N   ,100
74,JP3289800009,2023,12,Y   ,N   ,100
74,JP3289800009,2024,14,Y   ,N   ,100
75,JP3935600001,2014,15,N   ,N   ,82
75,JP3935600001,2015,15,N   ,N   ,82
75,JP3935600001,2016,16,N   ,N   ,82
75,JP3935600001,2017,14,N   ,N   ,82
75,JP3935600001,2018,15,N   ,N   ,82
75,JP3935600001,2019,15,N   ,N   ,82
75,JP3935600001,2020,15,N   ,N   ,81
75,JP3935600001,2021,15,N   ,N   ,81
75,JP3935600001,2022,16,N   ,N   ,81
75,JP3935600001,2023,15,N   ,N   ,81
75,JP3935600001,2024,,,,81
76,JP3220580009,2014,8,Y   ,Y   ,62
76,JP3220580009,2015,8,Y   ,Y   ,62
76,JP3220580009,2016,8,Y   ,Y   ,63
76,JP3220580009,2017,7,Y   ,Y   ,58
76,JP3220580009,2018,8,Y   ,Y   ,56
76,JP3220580009,2019,6,Y   ,Y   ,64
76,JP3220580009,2020,7,Y   ,N   ,66
76,JP3220580009,2021,8,Y   ,N   ,61
76,JP3220580009,2022,8,Y   ,N   ,60
76,JP3220580009,2023,8,Y   ,N   ,66
76,JP3220580009,2024,,,,59
77,JP3218900003,2014,,,,92
77,JP3218900003,2015,,,,92
77,JP3218900003,2016,,,,92
77,JP3218900003,2017,,,,85
77,JP3218900003,2018,,,,91
77,JP3218900003,2019,11,N   ,Y   ,92
77,JP3218900003,2020,11,N   ,Y   ,92
77,JP3218900003,2021,10,N   ,Y   ,92
77,JP3218900003,2022,11,N   ,Y   ,86
77,JP3218900003,2023,15,N   ,Y   ,85
77,JP3218900003,2024,15,N   ,Y   ,85
78,JP3209000003,2014,12,Y   ,N   ,100
78,JP3209000003,2015,11,Y   ,N   ,100
78,JP3209000003,2016,10,Y   ,N   ,95
78,JP3209000003,2017,11,Y   ,N   ,89
78,JP3209000003,2018,9,Y   ,N   ,88
78,JP3209000003,2019,6,Y   ,N   ,89
78,JP3209000003,2020,8,Y   ,N   ,88
78,JP3209000003,2021,8,Y   ,N   ,88
78,JP3209000003,2022,10,Y   ,N   ,88
78,JP3209000003,2023,10,Y   ,N   ,95
78,JP3209000003,2024,,,,95
79,JP3424950008,2014,,,,55
79,JP3424950008,2015,,,,51
79,JP3424950008,2016,,,,51
79,JP3424950008,2017,,,,51
79,JP3424950008,2018,12,Y   ,N   ,51
79,JP3424950008,2019,13,Y   ,N   ,51
79,JP3424950008,2020,14,Y   ,N   ,42
79,JP3424950008,2021,15,Y   ,N   ,38
79,JP3424950008,2022,13,Y   ,N   ,38
79,JP3424950008,2023,13,Y   ,Y   ,38
79,JP3424950008,2024,13,Y   ,Y   ,38
80,JP3511800009,2014,11,N   ,N   ,100
80,JP3511800009,2015,12,N   ,N   ,100
80,JP3511800009,2016,14,N   ,N   ,100
80,JP3511800009,2017,11,N   ,N   ,100
80,JP3511800009,2018,9,Y   ,N   ,100
80,JP3511800009,2019,10,Y   ,N   ,95
80,JP3511800009,2020,10,Y   ,N   ,100
80,JP3511800009,2021,8,Y   ,N   ,100
80,JP3511800009,2022,9,Y   ,Y   ,100
80,JP3511800009,2023,9,Y   ,Y   ,100
80,JP3511800009,2024,9,Y   ,Y   ,100
81,JP3305530002,2014,17,Y   ,N   ,95
81,JP3305530002,2015,18,Y   ,N   ,95
81,JP3305530002,2016,13,Y   ,N   ,93
81,JP3305530002,2017,13,Y   ,N   ,93
81,JP3305530002,2018,17,Y   ,N   ,92
81,JP3305530002,2019,21,Y   ,N   ,90
81,JP3305530002,2020,15,Y   ,N   ,89
81,JP3305530002,2021,15,Y   ,N   ,84
81,JP3305530002,2022,15,Y   ,N   ,85
81,JP3305530002,2023,14,Y   ,N   ,90
81,JP3305530002,2024,10,Y   ,N   ,90
83,JP3409000001,2014,10,N   ,N   ,100
83,JP3409000001,2015,10,N   ,N   ,100
83,JP3409000001,2016,12,N   ,N   ,100
83,JP3409000001,2017,12,N   ,N   ,100
83,JP3409000001,2018,12,N   ,N   ,100
83,JP3409000001,2019,10,N   ,N   ,100
83,JP3409000001,2020,10,N   ,N   ,100
83,JP3409000001,2021,10,Y   ,N   ,94
83,JP3409000001,2022,9,Y   ,N   ,100
83,JP3409000001,2023,9,Y   ,N   ,100
83,JP3409000001,2024,9,Y   ,N   ,100
84,JP3526600006,2014,13,Y   ,N   ,95
84,JP3526600006,2015,13,Y   ,N   ,95
84,JP3526600006,2016,12,Y   ,N   ,95
84,JP3526600006,2017,13,Y   ,N   ,95
84,JP3526600006,2018,13,Y   ,N   ,95
84,JP3526600006,2019,12,Y   ,N   ,95
84,JP3526600006,2020,9,Y   ,N   ,95
84,JP3526600006,2021,9,Y   ,N   ,95
84,JP3526600006,2022,8,Y   ,N   ,100
84,JP3526600006,2023,9,Y   ,N   ,100
84,JP3526600006,2024,9,Y   ,N   ,100
85,JP3242800005,2014,19,Y   ,Y   ,100
85,JP3242800005,2015,17,Y   ,Y   ,100
85,JP3242800005,2016,7,Y   ,Y   ,100
85,JP3242800005,2017,7,Y   ,Y   ,100
85,JP3242800005,2018,7,Y   ,Y   ,100
85,JP3242800005,2019,6,Y   ,Y   ,100
85,JP3242800005,2020,5,Y   ,Y   ,100
85,JP3242800005,2021,5,Y   ,Y   ,100
85,JP3242800005,2022,5,Y   ,Y   ,100
85,JP3242800005,2023,4,Y   ,Y   ,100
85,JP3242800005,2024,,,,100
86,JP3992400006,2014,8,N   ,N   ,100
86,JP3992400006,2015,7,N   ,N   ,100
86,JP3992400006,2016,8,N   ,N   ,100
86,JP3992400006,2017,8,N   ,N   ,100
86,JP3992400006,2018,7,N   ,N   ,100
86,JP3992400006,2019,8,N   ,N   ,100
86,JP3992400006,2020,7,N   ,N   ,100
86,JP3992400006,2021,8,Y   ,N   ,100
86,JP3992400006,2022,7,Y   ,N   ,95
86,JP3992400006,2023,7,Y   ,N   ,95
86,JP3992400006,2024,7,Y   ,N   ,95
87,JP3298000005,2016,,,,79
87,JP3298000005,2017,,,,79
87,JP3298000005,2018,16,Y   ,N   ,79
87,JP3298000005,2019,14,Y   ,N   ,79
87,JP3298000005,2020,14,Y   ,N   ,79
87,JP3298000005,2021,10,Y   ,N   ,100
87,JP3298000005,2022,9,Y   ,N   ,93
87,JP3298000005,2023,9,Y   ,N   ,84
87,JP3298000005,2024,,,,80
88,JP3305960001,2014,7,N   ,N   ,43
88,JP3305960001,2015,9,N   ,N   ,44
88,JP3305960001,2016,13,N   ,N   ,45
88,JP3305960001,2017,12,N   ,N   ,52
88,JP3305960001,2018,12,N   ,N   ,47
88,JP3305960001,2019,12,N   ,N   ,43
88,JP3305960001,2020,10,N   ,N   ,42
88,JP3305960001,2021,12,N   ,N   ,41
88,JP3305960001,2022,14,N   ,Y   ,40
88,JP3305960001,2023,12,Y   ,N   ,52
88,JP3305960001,2024,14,Y   ,N   ,42
89,JP3165700000,2014,17,Y   ,N   ,46
89,JP3165700000,2015,13,Y   ,N   ,46
89,JP3165700000,2016,18,Y   ,N   ,46
89,JP3165700000,2017,16,Y   ,N   ,46
89,JP3165700000,2018,16,Y   ,N   ,41
89,JP3165700000,2019,16,Y   ,N   ,46
89,JP3165700000,2020,17,Y   ,N   ,46
89,JP3165700000,2021,15,Y   ,N   ,46
89,JP3165700000,2022,13,Y   ,N   ,46
89,JP3165700000,2023,14,Y   ,N   ,42
89,JP3165700000,2024,13,Y   ,N   ,42
90,JP3305990008,2016,,,,94
90,JP3305990008,2017,8,N   ,N   ,100
90,JP3305990008,2018,8,N   ,N   ,100
90,JP3305990008,2019,8,Y   ,N   ,100
90,JP3305990008,2020,4,Y   ,N   ,100
90,JP3305990008,2021,7,Y   ,N   ,95
90,JP3305990008,2022,7,Y   ,N   ,100
90,JP3305990008,2023,7,Y   ,N   ,100
90,JP3305990008,2024,8,Y   ,N   ,100
91,JP3519400000,2014,10,Y   ,Y   ,40
91,JP3519400000,2015,11,Y   ,Y   ,40
91,JP3519400000,2016,11,Y   ,Y   ,40
91,JP3519400000,2017,11,Y   ,Y   ,40
91,JP3519400000,2018,10,Y   ,Y   ,40
91,JP3519400000,2019,10,Y   ,N   ,40
91,JP3519400000,2020,9,Y   ,Y   ,40
91,JP3519400000,2021,9,Y   ,Y   ,40
91,JP3519400000,2022,9,Y   ,N   ,40
91,JP3519400000,2023,9,Y   ,N   ,40
91,JP3519400000,2024,,,,40
92,JP3249600002,2014,17,Y   ,N   ,100
92,JP3249600002,2015,14,Y   ,N   ,100
92,JP3249600002,2016,11,Y   ,N   ,95
92,JP3249600002,2017,18,Y   ,N   ,88
92,JP3249600002,2018,16,Y   ,N   ,86
92,JP3249600002,2019,17,Y   ,N   ,92
92,JP3249600002,2020,16,Y   ,N   ,92
92,JP3249600002,2021,15,Y   ,N   ,100
92,JP3249600002,2022,9,Y   ,N   ,100
92,JP3249600002,2023,9,Y   ,N   ,100
92,JP3249600002,2024,,,,100
93,JP3243600008,2014,9,Y   ,N   ,50
93,JP3243600008,2015,9,Y   ,N   ,50
93,JP3243600008,2016,10,Y   ,N   ,50
93,JP3243600008,2017,10,Y   ,N   ,50
93,JP3243600008,2018,7,Y   ,N   ,50
93,JP3243600008,2019,6,Y   ,N   ,50
93,JP3243600008,2020,6,Y   ,N   ,42
93,JP3243600008,2021,6,Y   ,N   ,42
93,JP3243600008,2022,7,Y   ,N   ,42
93,JP3243600008,2023,7,Y   ,N   ,42
93,JP3243600008,2024,,,,42
94,JP3298400007,2014,,,,45
94,JP3298400007,2015,,,,48
94,JP3298400007,2016,,,,48
94,JP3298400007,2017,,,,50
94,JP3298400007,2018,,,,55
94,JP3298400007,2019,9,N   ,N   ,55
94,JP3298400007,2020,9,N   ,N   ,62
94,JP3298400007,2021,7,N   ,N   ,56
94,JP3298400007,2022,7,Y   ,N   ,56
94,JP3298400007,2023,7,Y   ,N   ,44
94,JP3298400007,2024,,,,41
95,JP3522200009,2014,18,Y   ,N   ,85
95,JP3522200009,2015,18,Y   ,N   ,86
95,JP3522200009,2016,17,Y   ,N   ,86
95,JP3522200009,2017,17,N   ,N   ,91
95,JP3522200009,2018,17,N   ,N   ,91
95,JP3522200009,2019,17,Y   ,N   ,91
95,JP3522200009,2020,14,Y   ,N   ,91
95,JP3522200009,2021,13,Y   ,N   ,91
95,JP3522200009,2022,12,Y   ,N   ,91
95,JP3522200009,2023,11,Y   ,Y   ,91
95,JP3522200009,2024,12,Y   ,N   ,91
96,JP3352400000,2014,8,Y   ,N   ,95
96,JP3352400000,2015,8,Y   ,N   ,94
96,JP3352400000,2016,7,Y   ,N   ,100
96,JP3352400000,2017,6,Y   ,N   ,100
96,JP3352400000,2018,9,Y   ,N   ,95
96,JP3352400000,2019,10,Y   ,N   ,88
96,JP3352400000,2020,10,Y   ,N   ,87
96,JP3352400000,2021,10,Y   ,N   ,86
96,JP3352400000,2022,9,Y   ,N   ,88
96,JP3352400000,2023,9,Y   ,N   ,94
96,JP3352400000,2024,,,,93
97,JP3528600004,2014,12,Y   ,N   ,67
97,JP3528600004,2015,12,Y   ,N   ,67
97,JP3528600004,2016,13,N   ,N   ,60
97,JP3528600004,2017,17,N   ,N   ,61
97,JP3528600004,2018,13,Y   ,N   ,61
97,JP3528600004,2019,17,Y   ,N   ,61
97,JP3528600004,2020,10,Y   ,Y   ,67
97,JP3528600004,2021,10,Y   ,Y   ,67
97,JP3528600004,2022,11,Y   ,Y   ,67
97,JP3528600004,2023,9,Y   ,Y   ,67
97,JP3528600004,2024,10,Y   ,Y   ,67
98,JP3311400000,2014,,,,79
98,JP3311400000,2015,,,,67
98,JP3311400000,2016,,,,80
98,JP3311400000,2017,10,N   ,N   ,80
98,JP3311400000,2018,13,N   ,N   ,80
98,JP3311400000,2019,15,N   ,N   ,68
98,JP3311400000,2020,10,N   ,N   ,70
98,JP3311400000,2021,7,N   ,N   ,71
98,JP3311400000,2022,8,N   ,N   ,71
98,JP3311400000,2023,8,N   ,N   ,70
98,JP3311400000,2024,,,,71
99,JP3475350009,2014,12,Y   ,N   ,95
99,JP3475350009,2015,12,Y   ,N   ,95
99,JP3475350009,2016,12,Y   ,N   ,95
99,JP3475350009,2017,12,Y   ,N   ,95
99,JP3475350009,2018,12,Y   ,Y   ,86
99,JP3475350009,2019,11,Y   ,Y   ,84
99,JP3475350009,2020,9,Y   ,Y   ,84
99,JP3475350009,2021,9,Y   ,N   ,89
99,JP3475350009,2022,9,Y   ,N   ,88
99,JP3475350009,2023,9,Y   ,N   ,93
99,JP3475350009,2024,9,Y   ,Y   ,100
100,JP3481800005,2014,13,Y   ,Y   ,100
100,JP3481800005,2015,12,Y   ,Y   ,100
100,JP3481800005,2016,12,Y   ,N   ,100
100,JP3481800005,2017,11,Y   ,N   ,95
100,JP3481800005,2018,11,Y   ,N   ,94
100,JP3481800005,2019,11,Y   ,N   ,94
100,JP3481800005,2020,10,Y   ,N   ,93
100,JP3481800005,2021,11,Y   ,N   ,100
100,JP3481800005,2022,12,Y   ,N   ,100
100,JP3481800005,2023,12,Y   ,N   ,100
100,JP3481800005,2024,11,Y   ,N   ,100
101,JP3440400004,2014,,,,79
101,JP3440400004,2015,,,,79
101,JP3440400004,2016,,,,79
101,JP3440400004,2017,,,,79
101,JP3440400004,2018,,,,79
101,JP3440400004,2019,13,N   ,N   ,78
101,JP3440400004,2020,17,N   ,N   ,71
101,JP3440400004,2021,17,Y   ,N   ,70
101,JP3440400004,2022,12,Y   ,Y   ,69
101,JP3440400004,2023,12,Y   ,N   ,70
101,JP3440400004,2024,,,,70
102,JP3548660004,2014,,,,86
102,JP3548660004,2015,,,,86
102,JP3548660004,2016,,,,92
102,JP3548660004,2017,,,,92
102,JP3548660004,2018,,,,92
102,JP3548660004,2019,,,,92
102,JP3548660004,2020,12,N   ,N   ,92
102,JP3548660004,2021,10,N   ,Y   ,93
102,JP3548660004,2022,10,N   ,Y   ,92
102,JP3548660004,2023,12,N   ,Y   ,92
102,JP3548660004,2024,,,,86
103,JP3476480003,2014,14,Y   ,N   ,100
103,JP3476480003,2015,14,Y   ,N   ,100
103,JP3476480003,2016,17,Y   ,N   ,92
103,JP3476480003,2017,19,Y   ,N   ,91
103,JP3476480003,2018,17,Y   ,N   ,91
103,JP3476480003,2019,16,Y   ,N   ,84
103,JP3476480003,2020,17,Y   ,N   ,90
103,JP3476480003,2021,16,Y   ,N   ,89
103,JP3476480003,2022,14,Y   ,N   ,100
103,JP3476480003,2023,15,Y   ,N   ,100
103,JP3476480003,2024,15,Y   ,Y   ,100
104,JP3500610005,2014,12,Y   ,N   ,100
104,JP3500610005,2015,13,Y   ,N   ,95
104,JP3500610005,2016,13,Y   ,N   ,94
104,JP3500610005,2017,13,Y   ,N   ,95
104,JP3500610005,2018,12,Y   ,N   ,95
104,JP3500610005,2019,12,Y   ,N   ,95
104,JP3500610005,2020,12,Y   ,N   ,95
104,JP3500610005,2021,10,Y   ,N   ,100
104,JP3500610005,2022,8,Y   ,N   ,100
104,JP3500610005,2023,10,Y   ,N   ,100
104,JP3500610005,2024,12,Y   ,N   ,100
105,JP3485800001,2014,14,Y   ,N   ,100
105,JP3485800001,2015,13,Y   ,N   ,100
105,JP3485800001,2016,14,Y   ,N   ,100
105,JP3485800001,2017,14,Y   ,N   ,100
105,JP3485800001,2018,12,Y   ,N   ,100
105,JP3485800001,2019,14,Y   ,N   ,95
105,JP3485800001,2020,11,Y   ,N   ,94
105,JP3485800001,2021,10,Y   ,N   ,89
105,JP3485800001,2022,10,Y   ,N   ,89
105,JP3485800001,2023,10,Y   ,N   ,89
105,JP3485800001,2024,10,Y   ,N   ,86
106,JP3496400007,2014,13,Y   ,N   ,76
106,JP3496400007,2015,14,Y   ,N   ,76
106,JP3496400007,2016,13,Y   ,N   ,76
106,JP3496400007,2017,14,Y   ,N   ,76
106,JP3496400007,2018,14,Y   ,N   ,75
106,JP3496400007,2019,14,Y   ,N   ,68
106,JP3496400007,2020,14,Y   ,N   ,67
106,JP3496400007,2021,14,Y   ,N   ,72
106,JP3496400007,2022,14,Y   ,N   ,72
106,JP3496400007,2023,12,Y   ,N   ,72
106,JP3496400007,2024,,,,73
107,JP3551500006,2014,15,Y   ,N   ,70
107,JP3551500006,2015,14,Y   ,N   ,70
107,JP3551500006,2016,14,Y   ,N   ,70
107,JP3551500006,2017,11,Y   ,N   ,67
107,JP3551500006,2018,9,Y   ,N   ,67
107,JP3551500006,2019,7,Y   ,N   ,67
107,JP3551500006,2020,8,Y   ,N   ,67
107,JP3551500006,2021,8,Y   ,N   ,67
107,JP3551500006,2022,7,Y   ,N   ,67
107,JP3551500006,2023,8,Y   ,N   ,68
107,JP3551500006,2024,,,,75
108,JP3548610009,2014,7,N   ,N   ,87
108,JP3548610009,2015,7,N   ,N   ,77
108,JP3548610009,2016,6,N   ,N   ,72
108,JP3548610009,2017,6,N   ,N   ,77
108,JP3548610009,2018,6,N   ,N   ,77
108,JP3548610009,2019,5,N   ,N   ,77
108,JP3548610009,2020,6,N   ,N   ,68
108,JP3548610009,2021,5,N   ,N   ,68
108,JP3548610009,2022,7,N   ,N   ,73
108,JP3548610009,2023,6,N   ,N   ,71
