Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
AMADA - Board Size,6,6,9,8,8,8,8,8,9,9,NA
AMADA - Current CEO Chairman Duality,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,NA
AMADA - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
AMADA - FREE FLOAT NOSH,100,93,86,88,93,93,93,88,100,100,93
ANA HOLDINGS - Board Size,13,13,13,13,11,11,11,11,11,11,11
ANA HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   
ANA HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
ANA HOLDINGS - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
AOYAMA TRADING - Board Size,10,10,10,11,9,6,7,7,5,5,NA
AOYAMA TRADING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
AOYAMA TRADING - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
AOYAMA TRADING - FREE FLOAT NOSH,94,81,77,86,86,83,94,89,94,94,92
AOZORA BANK - Board Size,8,8,8,8,8,8,9,8,8,8,NA
AOZORA BANK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   ,NA
AOZORA BANK - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,NA
AOZORA BANK - FREE FLOAT NOSH,100,100,100,100,100,100,94,94,95,95,93
HASEKO - Board Size,19,17,15,18,17,17,16,13,12,13,NA
HASEKO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
HASEKO - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
HASEKO - FREE FLOAT NOSH,100,100,100,95,100,80,83,77,82,82,82
ASAHI INTECC - Board Size,NA,NA,NA,NA,10,13,13,13,13,12,NA
ASAHI INTECC - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
ASAHI INTECC - CSR Sustainability Committee,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,Y   ,NA
ASAHI INTECC - FREE FLOAT NOSH,91,91,92,87,100,100,85,86,92,92,85
ASAHI GROUP HOLDINGS - Board Size,11,8,11,11,12,9,10,6,8,8,NA
ASAHI GROUP HOLDINGS - Current CEO Chairman Duality,Y   ,N   ,Y   ,Y   ,Y   ,N   ,N   ,Y   ,N   ,N   ,NA
ASAHI GROUP HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
ASAHI GROUP HOLDINGS - FREE FLOAT NOSH,100,100,100,100,100,100,100,95,94,94,94
JAFCO GROUP - Board Size,5,5,9,8,8,7,7,7,7,7,NA
JAFCO GROUP - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
JAFCO GROUP - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
JAFCO GROUP - FREE FLOAT NOSH,68,68,69,66,86,85,92,94,81,95,95
AUTOBACS SEVEN - Board Size,9,8,9,11,9,9,7,7,8,9,NA
AUTOBACS SEVEN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
AUTOBACS SEVEN - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
AUTOBACS SEVEN - FREE FLOAT NOSH,89,93,93,95,95,95,95,95,95,95,95
NISHIMATSU CON. - Board Size,11,11,11,13,13,13,13,9,10,10,11
NISHIMATSU CON. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
NISHIMATSU CON. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NISHIMATSU CON. - FREE FLOAT NOSH,100,100,100,100,100,93,93,73,93,93,92
AZBIL - Board Size,NA,NA,NA,NA,NA,10,10,10,8,12,12
AZBIL - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   
AZBIL - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
AZBIL - FREE FLOAT NOSH,81,88,93,87,82,84,84,85,84,83,93
BROTHER INDUSTRIES - Board Size,8,12,12,12,12,12,11,9,11,12,11
BROTHER INDUSTRIES - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
BROTHER INDUSTRIES - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
BROTHER INDUSTRIES - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
NISSHIN SEIFUN - Board Size,15,13,15,15,17,17,17,16,13,14,NA
NISSHIN SEIFUN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
NISSHIN SEIFUN - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
NISSHIN SEIFUN - FREE FLOAT NOSH,88,88,88,88,88,83,83,88,88,83,88
EZAKI GLICO - Board Size,NA,NA,NA,NA,NA,7,8,8,8,8,NA
EZAKI GLICO - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,N   ,NA
EZAKI GLICO - CSR Sustainability Committee,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,NA
EZAKI GLICO - FREE FLOAT NOSH,84,89,89,89,84,89,89,89,89,89,89
BRIDGESTONE - Board Size,13,9,13,10,13,11,14,12,12,12,NA
BRIDGESTONE - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,NA
BRIDGESTONE - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
BRIDGESTONE - FREE FLOAT NOSH,91,91,91,91,90,90,89,89,89,89,89
KOBE STEEL - Board Size,11,12,13,17,17,16,13,16,13,12,14
KOBE STEEL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
KOBE STEEL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
KOBE STEEL - FREE FLOAT NOSH,94,100,100,100,100,100,94,100,100,100,100
YAMAZAKI BAKING - Board Size,15,15,16,14,15,15,15,15,16,15,NA
YAMAZAKI BAKING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
YAMAZAKI BAKING - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
YAMAZAKI BAKING - FREE FLOAT NOSH,82,82,82,82,82,82,81,81,81,81,81
CALBEE - Board Size,8,8,8,7,8,6,7,8,8,8,NA
CALBEE - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   ,NA
CALBEE - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CALBEE - FREE FLOAT NOSH,62,62,63,58,56,64,66,61,60,66,59
CAPCOM - Board Size,NA,NA,NA,NA,NA,11,11,10,11,15,15
CAPCOM - Current CEO Chairman Duality,NA,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
CAPCOM - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   
CAPCOM - FREE FLOAT NOSH,92,92,92,85,91,92,92,92,86,85,85
CASIO COMPUTER - Board Size,12,11,10,11,9,6,8,8,10,10,NA
CASIO COMPUTER - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CASIO COMPUTER - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CASIO COMPUTER - FREE FLOAT NOSH,100,100,95,89,88,89,88,88,88,95,95
TOKYO CENTURY - Board Size,NA,NA,NA,NA,12,13,14,15,13,13,13
TOKYO CENTURY - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,Y   ,Y   
TOKYO CENTURY - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
TOKYO CENTURY - FREE FLOAT NOSH,55,51,51,51,51,51,42,38,38,38,38
CHIBA BANK - Board Size,11,12,14,11,9,10,10,8,9,9,9
CHIBA BANK - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   
CHIBA BANK - CSR Sustainability Committee,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
CHIBA BANK - FREE FLOAT NOSH,100,100,100,100,100,95,100,100,100,100,100
COMSYS HOLDINGS - Board Size,17,18,13,13,17,21,15,15,15,14,10
COMSYS HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
COMSYS HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
COMSYS HOLDINGS - FREE FLOAT NOSH,95,95,93,93,92,90,89,84,85,90,90
SUMITOMO REAL.&DEV. - Board Size,10,10,12,12,12,10,10,10,9,9,9
SUMITOMO REAL.&DEV. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
SUMITOMO REAL.&DEV. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   
SUMITOMO REAL.&DEV. - FREE FLOAT NOSH,100,100,100,100,100,100,100,94,100,100,100
CHUBU ELEC.POWER - Board Size,13,13,12,13,13,12,9,9,8,9,9
CHUBU ELEC.POWER - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
CHUBU ELEC.POWER - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
CHUBU ELEC.POWER - FREE FLOAT NOSH,95,95,95,95,95,95,95,95,100,100,100
CANON - Board Size,19,17,7,7,7,6,5,5,5,4,NA
CANON - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CANON - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CANON - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
WACOAL HDG. - Board Size,8,7,8,8,7,8,7,8,7,7,7
WACOAL HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
WACOAL HDG. - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   
WACOAL HDG. - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,95,95,95
COSMO ENERGY HOLDINGS - Board Size,NA,NA,NA,NA,16,14,14,10,9,9,NA
COSMO ENERGY HOLDINGS - Current CEO Chairman Duality,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,NA
COSMO ENERGY HOLDINGS - CSR Sustainability Committee,NA,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
COSMO ENERGY HOLDINGS - FREE FLOAT NOSH,NA,NA,79,79,79,79,79,100,93,84,80
COLOPL - Board Size,7,9,13,12,12,12,10,12,14,12,14
COLOPL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   ,N   
COLOPL - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   
COLOPL - FREE FLOAT NOSH,43,44,45,52,47,43,42,41,40,52,42
NTT DATA GROUP - Board Size,17,13,18,16,16,16,17,15,13,14,13
NTT DATA GROUP - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
NTT DATA GROUP - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
NTT DATA GROUP - FREE FLOAT NOSH,46,46,46,46,41,46,46,46,46,42,42
CONCORDIA FINANCIAL GP. - Board Size,NA,NA,NA,8,8,8,4,7,7,7,8
CONCORDIA FINANCIAL GP. - Current CEO Chairman Duality,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
CONCORDIA FINANCIAL GP. - CSR Sustainability Committee,NA,NA,NA,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
CONCORDIA FINANCIAL GP. - FREE FLOAT NOSH,NA,NA,94,100,100,100,100,95,100,100,100
CHUGAI PHARM. - Board Size,10,11,11,11,10,10,9,9,9,9,NA
CHUGAI PHARM. - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,Y   ,Y   ,N   ,N   ,NA
CHUGAI PHARM. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CHUGAI PHARM. - FREE FLOAT NOSH,40,40,40,40,40,40,40,40,40,40,40
KYOCERA - Board Size,17,14,11,18,16,17,16,15,9,9,NA
KYOCERA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KYOCERA - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KYOCERA - FREE FLOAT NOSH,100,100,95,88,86,92,92,100,100,100,100
CANON MARKETING JAPAN - Board Size,9,9,10,10,7,6,6,6,7,7,NA
CANON MARKETING JAPAN - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CANON MARKETING JAPAN - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CANON MARKETING JAPAN - FREE FLOAT NOSH,50,50,50,50,50,50,42,42,42,42,42
COSMOS PHARM. - Board Size,NA,NA,NA,NA,NA,9,9,7,7,7,NA
COSMOS PHARM. - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,NA
COSMOS PHARM. - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,Y   ,NA
COSMOS PHARM. - FREE FLOAT NOSH,45,48,48,50,55,55,62,56,56,44,41
CHUGOKU ELEC.POWER - Board Size,18,18,17,17,17,17,14,13,12,11,12
CHUGOKU ELEC.POWER - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,N   
CHUGOKU ELEC.POWER - CSR Sustainability Committee,Y   ,Y   ,Y   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
CHUGOKU ELEC.POWER - FREE FLOAT NOSH,85,86,86,91,91,91,91,91,91,91,91
CITIZEN WATCH - Board Size,8,8,7,6,9,10,10,10,9,9,NA
CITIZEN WATCH - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CITIZEN WATCH - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
CITIZEN WATCH - FREE FLOAT NOSH,95,94,100,100,95,88,87,86,88,94,93
CHIYODA CORPORATION - Board Size,12,12,13,17,13,17,10,10,11,9,10
CHIYODA CORPORATION - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   
CHIYODA CORPORATION - CSR Sustainability Committee,Y   ,Y   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
CHIYODA CORPORATION - FREE FLOAT NOSH,67,67,60,61,61,61,67,67,67,67,67
CYBERAGENT - Board Size,NA,NA,NA,10,13,15,10,7,8,8,NA
CYBERAGENT - Current CEO Chairman Duality,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CYBERAGENT - CSR Sustainability Committee,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
CYBERAGENT - FREE FLOAT NOSH,79,67,80,80,80,68,70,71,71,70,71
DAIICHI SANKYO - Board Size,12,12,12,12,12,11,9,9,9,9,9
DAIICHI SANKYO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,Y   
DAIICHI SANKYO - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DAIICHI SANKYO - FREE FLOAT NOSH,95,95,95,95,86,84,84,89,88,93,100
DAIKIN INDUSTRIES - Board Size,13,12,12,11,11,11,10,11,12,12,11
DAIKIN INDUSTRIES - Current CEO Chairman Duality,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DAIKIN INDUSTRIES - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DAIKIN INDUSTRIES - FREE FLOAT NOSH,100,100,100,95,94,94,93,100,100,100,100
DAIO PAPER - Board Size,NA,NA,NA,NA,NA,13,17,17,12,12,NA
DAIO PAPER - Current CEO Chairman Duality,NA,NA,NA,NA,NA,N   ,N   ,N   ,Y   ,N   ,NA
DAIO PAPER - CSR Sustainability Committee,NA,NA,NA,NA,NA,N   ,N   ,Y   ,Y   ,Y   ,NA
DAIO PAPER - FREE FLOAT NOSH,79,79,79,79,79,78,71,70,69,70,70
DCM HOLDINGS - Board Size,NA,NA,NA,NA,NA,NA,12,10,10,12,NA
DCM HOLDINGS - Current CEO Chairman Duality,NA,NA,NA,NA,NA,NA,N   ,Y   ,Y   ,Y   ,NA
DCM HOLDINGS - CSR Sustainability Committee,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,NA
DCM HOLDINGS - FREE FLOAT NOSH,86,86,92,92,92,92,92,93,92,92,86
DAI-ICHI LIFE HOLDINGS - Board Size,14,14,17,19,17,16,17,16,14,15,15
DAI-ICHI LIFE HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   
DAI-ICHI LIFE HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DAI-ICHI LIFE HOLDINGS - FREE FLOAT NOSH,100,100,92,91,91,84,90,89,100,100,100
RESONA HOLDINGS - Board Size,12,13,13,13,12,12,12,10,8,10,12
RESONA HOLDINGS - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
RESONA HOLDINGS - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
RESONA HOLDINGS - FREE FLOAT NOSH,100,95,94,95,95,95,95,100,100,100,100
DAICEL - Board Size,14,13,14,14,12,14,11,10,10,10,10
DAICEL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DAICEL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DAICEL - FREE FLOAT NOSH,100,100,100,100,100,95,94,89,89,89,86
KDDI - Board Size,13,14,13,14,14,14,14,14,14,12,NA
KDDI - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
KDDI - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
KDDI - FREE FLOAT NOSH,76,76,76,76,75,68,67,72,72,72,73
DENSO - Board Size,15,14,14,11,9,7,8,8,7,8,NA
DENSO - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
DENSO - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DENSO - FREE FLOAT NOSH,70,70,70,67,67,67,67,67,67,68,75
DENA - Board Size,7,7,6,6,6,5,6,5,7,6,7
DENA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DENA - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DENA - FREE FLOAT NOSH,87,77,72,77,77,77,68,68,73,71,71
DENTSU GROUP - Board Size,12,11,10,11,11,11,12,13,13,10,NA
DENTSU GROUP - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
DENTSU GROUP - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DENTSU GROUP - FREE FLOAT NOSH,87,87,87,88,82,81,81,79,81,81,82
DAIFUKU - Board Size,14,15,11,11,12,10,11,8,9,9,10
DAIFUKU - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DAIFUKU - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   ,Y   
DAIFUKU - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
DAIWA HOUSE INDUSTRY - Board Size,22,22,21,19,20,22,18,14,12,15,13
DAIWA HOUSE INDUSTRY - Current CEO Chairman Duality,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,N   ,N   ,N   ,N   
DAIWA HOUSE INDUSTRY - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DAIWA HOUSE INDUSTRY - FREE FLOAT NOSH,100,100,100,100,100,94,94,100,100,100,94
DIGITAL GARAGE - Board Size,NA,NA,NA,NA,NA,NA,13,14,13,13,13
DIGITAL GARAGE - Current CEO Chairman Duality,NA,NA,NA,NA,NA,NA,N   ,N   ,N   ,N   ,N   
DIGITAL GARAGE - CSR Sustainability Committee,NA,NA,NA,NA,NA,NA,N   ,N   ,Y   ,Y   ,Y   
DIGITAL GARAGE - FREE FLOAT NOSH,64,72,71,67,58,67,79,79,79,86,72
MITSUBISHI HC CAPITAL - Board Size,16,17,15,14,15,11,9,9,16,14,11
MITSUBISHI HC CAPITAL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   
MITSUBISHI HC CAPITAL - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   
MITSUBISHI HC CAPITAL - FREE FLOAT NOSH,67,67,67,67,67,67,67,55,56,68,68
DISCO - Board Size,NA,NA,NA,6,6,6,6,6,5,10,NA
DISCO - Current CEO Chairman Duality,NA,NA,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
DISCO - CSR Sustainability Committee,NA,NA,NA,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DISCO - FREE FLOAT NOSH,89,94,83,84,84,78,79,84,79,74,84
DAITO TST.CONSTRUCTION - Board Size,8,10,12,13,11,12,10,9,11,11,NA
DAITO TST.CONSTRUCTION - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
DAITO TST.CONSTRUCTION - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,NA
DAITO TST.CONSTRUCTION - FREE FLOAT NOSH,92,100,94,100,94,92,100,95,95,95,95
DAIDO STEEL - Board Size,23,21,16,14,13,12,10,11,11,13,NA
DAIDO STEEL - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
DAIDO STEEL - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
DAIDO STEEL - FREE FLOAT NOSH,93,93,93,93,93,93,93,88,93,93,93
DOWA HDG. - Board Size,8,8,9,7,6,8,8,8,9,9,9
DOWA HDG. - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DOWA HDG. - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DOWA HDG. - FREE FLOAT NOSH,93,94,95,95,94,94,94,93,100,94,100
PAN PACIFIC - Board Size,8,9,10,12,20,17,14,14,13,14,12
PAN PACIFIC - Current CEO Chairman Duality,Y   ,Y   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
PAN PACIFIC - CSR Sustainability Committee,N   ,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,Y   
PAN PACIFIC - FREE FLOAT NOSH,65,74,74,68,74,75,64,63,68,68,68
DAI NIPPON PRINTING - Board Size,20,18,18,12,12,11,8,10,12,12,13
DAI NIPPON PRINTING - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   
DAI NIPPON PRINTING - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   
DAI NIPPON PRINTING - FREE FLOAT NOSH,100,100,100,100,100,100,100,100,100,100,100
SUMITOMO PHARMA - Board Size,10,10,7,10,9,9,8,8,9,9,NA
SUMITOMO PHARMA - Current CEO Chairman Duality,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SUMITOMO PHARMA - CSR Sustainability Committee,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,Y   ,NA
SUMITOMO PHARMA - FREE FLOAT NOSH,43,43,43,43,43,43,48,48,48,48,48
SUNDRUG - Board Size,NA,7,8,8,9,9,7,8,7,7,NA
SUNDRUG - Current CEO Chairman Duality,NA,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,N   ,NA
SUNDRUG - CSR Sustainability Committee,NA,N   ,N   ,N   ,N   ,N   ,N   ,Y   ,Y   ,Y   ,NA
SUNDRUG - FREE FLOAT NOSH,61,64,64,60,67,63,63,63,63,63,63
